,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
93,apple iphone xr | 64gb factory unlocked | 4g lte ios smartphone good,226.0,2.0,"““this apple iphone xr 64gb unlocked smartphone has been determined fully functional . it will show signs of use like scratches, scuffs, and nicks on the screen or body. it will not come in its original packaging but will include a lightning cable and approved power adapter. headsets, sim card and manual are not included.”",69144.0,95.8,2.0,13,64.0,2018
95,apple iphone xs 64gb 256gb gsm factory unlocked  verizon at&t t-mobile good,229.95,2.0,“item is in good cosmetic condition”,266878.0,99.9,2.0,14,64.0,2018
96,apple iphone xr 64gb factory unlocked smartphone very good condition ,191.0,1.0,"“phones are in excellent condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",5157.0,99.3,2.0,13,64.0,2018
97,apple iphone x 64gb/256gb gray silver unlocked verizon at&t tmobile smartphone ,190.0,1.0,"“phones are in good condition. devices are 100% ready to activate. clean imei. if you choose unlocked, it can be used on any gsm carrier worldwide. see all networks and gradings options below.”",5157.0,99.3,2.0,12,64.0,2017
98,apple iphone 12 pro max - 128gb - all colors (unlocked) - very good condition ,969.99,3.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101764.0,98.8,2.0,16,128.0,2020
99,"apple iphone xr 64gb 6.1"" 4g lte t-mobile at&t verizon factory unlocked open box",249.0,5.0,"“fully tested and functional device in excellent condition and ready for resale. the device will look likegreat at first glance with no visible dents or scratches which can be graded 9.5 or better out of 10, however, minor blemishes due to handling / storage / unlocking of the device can be expected. the device comes with a charging cable and ul approved charger in a box.”",152443.0,100.0,2.0,13,64.0,2018
101,apple iphone x 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon space gray,234.99,5.0,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6910.0,100.0,3.0,12,64.0,2017
102,apple iphone 11 pro 64gb 256gb 512gb verizon t-mobile at&t good condition,379.99,2.0,"“this apple iphone 11 pro 64gb 256gb 512gb verizon t-mobile at&t good condition smartphone has been determined fully functional by our industry leading functionality 32 point inspection. it may show signs of wear like minor scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified mfi cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone 11 pro 64gb 256gb 512gb verizon t-mobile at&t good condition smartphone is fully functional with verizon, t-mobile, at&t and all other cdma & gsm networks. depending on which network you purchase, your device will operate on either fully unlocked or h2o locked. (more info below in item description)”",13325.0,96.6,2.0,15,64.0,2019
103,apple iphone 8 plus 64gb space gray verizon unlocked good condition,213.99,2.0,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54835.0,99.4,3.0,11,64.0,2017
104,apple iphone se 2020 64gb  att straight talk verizon t-mobile boost unlocked (n),199.0,5.0,“new condition / the phone will have some minor cosmetic imperfections due to it being an overstock/clearance/store returns item 9/10. it is 100% fully functional as tested by our expert technicians /accessories included/ good for activation”,61033.0,100.0,2.0,9,64.0,2016
105,apple iphone xs max gray 64gb a1921 lte gsm cdma verizon unlocked - good,286.99,2.0,“this device is in really good condition. it’s thoroughly tested and is 100% functional. cosmetically the screen and case may have minor scratches or scuffs.”,664.0,96.6,2.0,14,64.0,2018
106,apple iphone 13 mini - 128/256/512gb - unlocked verizon - excellent condition,629.99,4.0,"“devices come in excellent physical condition. the screen is in excellent condition with very little to no signs of wear. if any, light wear may appear in the form of isolated scratches, shallow dents and/or black markings on the housing. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,3.0,17,176.57563025210084,2021
107,apple iphone xr 64gb factory unlocked at&t t-mobile verizon very good condition,244.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xr smartphones with a storage capacity of 64gb and your choice of color from (product)red, black, blue, coral , white, yellow. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,13,64.0,2018
108,apple iphone 11 pro max a2161 att t-mobile verizon factory unlocked - open box -,639.0,5.0,"“free 2-day shipping! apple iphone 11 pro max. model a2161 factory unlocked - open box condition - see the below description for more details. comes in a new box with a brand new 2-piece charger (lightning cable and wall plug), a sim tray removal tool, and is backed by our 30-day cashback warranty. we're a trusted and certified usa seller. all of these devices have been fully tested by our team of professionally certified technicians. please, check our store ratings to see what our customers have to say about us and our products! feel free to message with any questions you may have. have a nice day!”",30062.0,100.0,2.0,15,127.09859154929578,2019
109,apple iphone xs max - 256gb - gold (verizon unlocked) a1921 (cdma + gsm),388.99,5.0,“these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in pristine cosmetic condition. comes with original wrapped oem charger and cube and a box. along with oem accessories we are also throwing in an extra car charger. these devices are unlocked and can be activated on  cdma and gsm carriers”,7186.0,100.0,2.0,14,256.0,2018
